raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Erbil, D.G. (2020) ‘A review of flipped classroom and cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157. Available at: https://www.frontiersin.org/article/10.3389/fpsyg.2020.01157 (Accessed: 6 May 2024). journal",unknown,"{'authors': ['Erbil', 'D.G.'], 'year': '2020', 'title': '‘A review of flipped classroom and cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.frontiersin.org/article/10.3389/fpsyg.2020.01157', 'accessed_date': '6 May 2024', 'reference_type': 'unknown'}",['url_without_doi'],"Erbil, DG (2020) ‘A review of flipped classroom and cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157 Available at: https://wwwfrontiersinorg/article/103389/fpsyg202001157 (Accessed: 6 May 2024) journal"
"Kitton, J. (2013) Golden sunset. Available at: https://www.jameskittophotography.co.uk/photo_8692150.html (Accessed: 21 November 2021).",image,"{'authors': ['Kitton', 'J.'], 'year': '2013', 'title': 'Golden sunset', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.jameskittophotography.co.uk/photo_8692150.html', 'accessed_date': '21 November 2021', 'reference_type': 'image'}",['url_without_doi'],"Kitton, J. (n.d.) Golden sunset. Available at: https://www.jameskittophotography.co.uk/photo_8692150.html (Accessed: 21 November 2021)."
"Mahajan, Y. et al. (2023) NeuralBee - A Beehive Health Monitoring System, pp. 84.",unknown,"{'authors': ['Mahajan', 'Y. et al.'], 'year': '2023', 'title': 'NeuralBee - A Beehive Health Monitoring System, pp', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"Mahajan, Y. et al. (2023) NeuralBee - A Beehive Health Monitoring System, pp. 84."
"Goodfellow, I., Bengio, Y. and Courville, A. (2016a) Deep Learning. Available at: http://www.deeplearningbook.org (Accessed: 3 October 2020).",website,"{'authors': ['Goodfellow', 'I.', 'Bengio', 'Y.', 'Courville', 'A.'], 'year': '2016a', 'title': 'Deep Learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://www.deeplearningbook.org', 'accessed_date': '3 October 2020', 'reference_type': 'website'}",['url_without_doi'],"Goodfellow, I., Bengio, Y. and Courville, A. (2016a) Deep Learning. Retrieved from: http://www.deeplearningbook.org (Accessed: 3 October 2020)."
The Open University (2024) ‘Video 2.7 an example of a Frith-Happé animation’. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2369655&section=4.9… (Accessed: 22 November 2024).,website,"{'authors': ['The Open University'], 'year': '2024', 'title': '‘Video 2', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/oucontent/view.php?id=2369655&section=4.9…', 'accessed_date': '22 November 2024', 'reference_type': 'website'}",['url_without_doi'],The Open University (2024) ‘Video 2.7 an example of a Frith-Happé animation’. Retrieved from: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2369655&section=4.9… (Accessed: 22 November 2024).
"Bloomfield, P. (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons.",book,"{'authors': ['Bloomfield', 'P.'], 'year': '1976', 'title': 'Fourier analysis of time series: An introduction, New York,: John Wiley & Sons', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bloomfield, P (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons"
"Vetterli, M., Kovaˇcevi´c, J., and Goyal, K.V. (2014) Foundations of signal processing. 1st edn. Cambridge: Cambridge University Press.",book,"{'authors': ['Vetterli', 'M.', 'Kovaˇcevi´c', 'J.', '', 'Goyal', 'K.V.'], 'year': '2014', 'title': 'Foundations of signal processing', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Vetterli, M., Kovaˇcevi´c, J., and Goyal, K.V. (2014) Foundations of signal processing. 1st edn. Cambridge: Cambridge University Press."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August Available at: http://colahgithubio/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)"
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Ferrari, S. et al. (2008a) 'Monitoring of swarming sounds in bee hives for early detection of the swarming period', Computers and Electronics in Agriculture, 64(1), pp.72-77.",journal,"{'authors': ['Ferrari', 'S. et al.'], 'year': '2008a', 'title': ""'Monitoring of swarming sounds in bee hives for early detection of the swarming period', Computers and Electronics in Agriculture, 64(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Ferrari, S et al (2008a) 'Monitoring of swarming sounds in bee hives for early detection of the swarming period', Computers and Electronics in Agriculture, 64(1), pp72-77"
"Zacepins, A. et al. (2016) 'Remote detection of the swarming of honeybee colonies by single-point temperature monitoring', Biosystems Engineering, 148 pp.76-80.",journal,"{'authors': ['Zacepins', 'A. et al.'], 'year': '2016', 'title': ""'Remote detection of the swarming of honeybee colonies by single-point temperature monitoring', Biosystems Engineering, 148 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"ZACEPINS, A. ET AL. (2016) 'REMOTE DETECTION OF THE SWARMING OF HONEYBEE COLONIES BY SINGLE-POINT TEMPERATURE MONITORING', BIOSYSTEMS ENGINEERING, 148 PP.76-80."
"Autrum, H. and Schneider, W. (1948) 'Comparative studies on the insect's sense of vibration', Zeitschrift Für Vergleichende Physiologie, 31(1), pp.77-88.",journal,"{'authors': ['Autrum', 'H.', 'Schneider', 'W.'], 'year': '1948', 'title': ""'Comparative studies on the insect's sense of vibration', Zeitschrift Für Vergleichende Physiologie, 31(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Autrum, H. and Schneider, W. (1948) 'Comparative studies on the insect's sense of vibration', Zeitschrift Für Vergleichende Physiologie, 31(1), pp.77-88."
"Robinson, J. (2007) Social variation across the UK. Available at: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021).",website,"{'authors': ['Robinson', 'J.'], 'year': '2007', 'title': 'Social variation across the UK', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.bl.uk/british-accents-and-dialects/articles/social-variatio…', 'accessed_date': '21 November 2021', 'reference_type': 'website'}",['url_without_doi'],"Robinson, J. (2007) Social variation across the UK. Retrieved from: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021)."
"Budge, G.E. et al. (2020) 'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp.2164.",journal,"{'authors': ['Budge', 'G.E. et al.'], 'year': '2020', 'title': ""'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Budge, GE et al (2020) 'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp2164"
"Chu, M., Leonard, P. and Stevenson, F. (2012) 'Growing the base for citizen science: recruiting and engaging participants', in J.L. Dickinson and R. Bonney (eds.) Citizen science: public participation in environmental research. Cornell University Press, pp. 69-81.",unknown,"{'authors': ['Chu', 'M.', 'Leonard', 'P.', 'Stevenson', 'F.'], 'year': '2012', 'title': ""'Growing the base for citizen science: recruiting and engaging participants', in J"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"CHU, M., LEONARD, P. AND STEVENSON, F. (2012) 'GROWING THE BASE FOR CITIZEN SCIENCE: RECRUITING AND ENGAGING PARTICIPANTS', IN J.L. DICKINSON AND R. BONNEY (EDS.) CITIZEN SCIENCE: PUBLIC PARTICIPATION IN ENVIRONMENTAL RESEARCH. CORNELL UNIVERSITY PRESS, PP. 69-81."
"Mansell, W. and Bloom, A. (2012) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5.",newspaper,"{'authors': ['Mansell', 'W.', 'Bloom', 'A.'], 'year': '2012', 'title': '‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"Mansell, W. and Bloom, A. (n.d.) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5."
"Faulkner, W. (2000) Light in August. Available at: https://www.vlebooks.com/vleweb/product/openreader?id=UniReading&isbn=9781446485521 (Accessed: 10 June 2025).",book,"{'authors': ['Faulkner', 'W.'], 'year': '2000', 'title': 'Light in August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.vlebooks.com/vleweb/product/openreader?id=UniReading&isbn=9781446485521', 'accessed_date': '10 June 2025', 'reference_type': 'book'}",['url_without_doi'],"Faulkner, W. (n.d.) Light in August. Available at: https://www.vlebooks.com/vleweb/product/openreader?id=UniReading&isbn=9781446485521 (Accessed: 10 June 2025)."
"Phillips, E.F. (1903) 'A Review of Parthenogenesis', In Proceedings of the American Philosophical Society, 42(174), pp.275-345.",unknown,"{'authors': ['Phillips', 'E.F.'], 'year': '1903', 'title': ""'A Review of Parthenogenesis', In Proceedings of the American Philosophical Society, 42(174), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"PHILLIPS, E.F. (1903) 'A REVIEW OF PARTHENOGENESIS', IN PROCEEDINGS OF THE AMERICAN PHILOSOPHICAL SOCIETY, 42(174), PP.275-345."
"Gradišek, A. et al. (2017a) 'Predicting species identity of bumblebees through analysis of flight buzzing sounds', Bioacoustics (Berkhamsted), 26(1), pp.63-76.",journal,"{'authors': ['Gradišek', 'A. et al.'], 'year': '2017a', 'title': ""'Predicting species identity of bumblebees through analysis of flight buzzing sounds', Bioacoustics (Berkhamsted), 26(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Gradišek, A. et al. (2017a) 'Predicting species identity of bumblebees through analysis of flight buzzing sounds', Bioacoustics (Berkhamsted), 26(1), pp.63-76."
"Kumar, S.S. (2018) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp.521-524.",journal,"{'authors': ['Kumar', 'S.S.'], 'year': '2018', 'title': ""'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Kumar, SS (2018) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp521-524"
"Bush, T. (2006). Theories of Childcare. London: Harper Row.",book,"{'authors': ['Bush', 'T.'], 'year': '2006', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bush, T. (2006). Theories of Childcare. London: Harper Row."
"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587.",journal,"{'authors': ['Switanek', 'M. et al.'], 'year': '2017', 'title': ""'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature & precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587."
"Robles-Guerrero, A. et al. (2017) 'Frequency analysis of honeybee buzz for automatic recognition of health status: A preliminary study', Research in Computing Science, 142(1), pp.89-98.",journal,"{'authors': ['Robles-Guerrero', 'A. et al.'], 'year': '2017', 'title': ""'Frequency analysis of honeybee buzz for automatic recognition of health status: A preliminary study', Research in Computing Science, 142(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Robles-Guerrero, A. et al. (n.d.) 'Frequency analysis of honeybee buzz for automatic recognition of health status: A preliminary study', Research in Computing Science, 142(1), pp.89-98."
"Mullin, C.A. et al. (2010) 'High levels of miticides and agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp.e9754.",journal,"{'authors': ['Mullin', 'C.A. et al.'], 'year': '2010', 'title': ""'High levels of miticides and agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Mullin, C.A. et al. (2010) 'High levels of miticides and agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp.e9754."
"Frazier, D.R. (2016) The Colosseum in Rome, Italy [Photograph]. Available at: https://quest-eb-com.libezproxy.open.ac.uk/images/search/colosseum/deta… (Accessed: 1 September 2025).",image,"{'authors': ['Frazier', 'D.R.'], 'year': '2016', 'title': 'The Colosseum in Rome, Italy [Photograph]', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://quest-eb-com.libezproxy.open.ac.uk/images/search/colosseum/deta…', 'accessed_date': '1 September 2025', 'reference_type': 'image'}",['url_without_doi'],"Frazier, D.R. (2016) The Colosseum in Rome, Italy [Photograph]. Retrieved from: https://quest-eb-com.libezproxy.open.ac.uk/images/search/colosseum/deta… (Accessed: 1 September 2025)."
