raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Thomas, D. and Tian, L. (2021) 'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655.",journal,"{'authors': ['Thomas', 'D.', 'Tian', 'L.'], 'year': '2021', 'title': ""'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",['missing_pages'],"Thomas, D. and Tian, L. (n.d.) 'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"LALANI, B. (2017) ECONOMICS AND ADOPTION OF CONSERVATION AGRICULTURE IN CABO DELGADO, MOZAMBIQUE. PHD THESIS. READING UNIVERSITY."
"Bell, J. (2014) Doing your research project. Open University Press.",book,"{'authors': ['Bell', 'J.'], 'year': '2014', 'title': 'Doing your research project', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",['missing_place'],"Bell, J. (n.d.) Doing your research project. Open University Press."
"Goodfellow, I., Bengio, Y. and Courville, A. (2016a) Deep Learning. Available at: http://www.deeplearningbook.org (Accessed: 3 October 2020).",website,"{'authors': ['Goodfellow', 'I.', 'Bengio', 'Y.', 'Courville', 'A.'], 'year': '2016a', 'title': 'Deep Learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://www.deeplearningbook.org', 'accessed_date': '3 October 2020', 'reference_type': 'website'}",['url_without_doi'],"Goodfellow, I., Bengio, Y. and Courville, A. (2016a) Deep Learning. Retrieved from: http://www.deeplearningbook.org (Accessed: 3 October 2020)."
"Proakis, G., John and Manolakis, G., Dimitris (1996) Digital signal processing principles, algorithms, and applications. London: Prentice-Hall International.",book,"{'authors': ['Proakis', 'G.', 'John', 'Manolakis', 'G.', 'Dimitris'], 'year': '1996', 'title': 'Digital signal processing principles, algorithms, and applications', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Proakis, G, John and Manolakis, G, Dimitris (1996) Digital signal processing principles, algorithms, and applications London: Prentice-Hall International"
"Baraniuk, R. (2009) Signals and systems. Florida: University Press of Florida.",book,"{'authors': ['Baraniuk', 'R.'], 'year': '2009', 'title': 'Signals and systems', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"BARANIUK, R. (2009) SIGNALS AND SYSTEMS. FLORIDA: UNIVERSITY PRESS OF FLORIDA."
"Erbil, D.G. (2020) ‘A review of flipped classroom and cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157. Available at: https://www.frontiersin.org/article/10.3389/fpsyg.2020.01157 (Accessed: 6 May 2024). journal",unknown,"{'authors': ['Erbil', 'D.G.'], 'year': '2020', 'title': '‘A review of flipped classroom and cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.frontiersin.org/article/10.3389/fpsyg.2020.01157', 'accessed_date': '6 May 2024', 'reference_type': 'unknown'}",['url_without_doi'],"Erbil, D.G. (2020) ‘A review of flipped classroom & cooperative learning method within the context of Vygotsky theory’, Frontiers in Psychology, 11, article 1157. Available at: https://www.frontiersin.org/article/10.3389/fpsyg.2020.01157 (Accessed: 6 May 2024). journal"
"Bloomfield, P. (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons.",book,"{'authors': ['Bloomfield', 'P.'], 'year': '1976', 'title': 'Fourier analysis of time series: An introduction, New York,: John Wiley & Sons', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bloomfield, P (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons"
"Favre, D. (2011) 'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp.270-279.",journal,"{'authors': ['Favre', 'D.'], 'year': '2011', 'title': ""'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"FAVRE, D. (2011) 'MOBILE PHONE-INDUCED HONEYBEE WORKER PIPING', APIDOLOGIE, 42(3), PP.270-279."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (n.d.) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
The Open University (2025) ‘4 What makes a system secure?’. TM256: Cyber security. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2426934&section=5 (Accessed: 5 March 2025).,website,"{'authors': ['The Open University'], 'year': '2025', 'title': '‘4 What makes a system secure?’', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/oucontent/view.php?id=2426934&section=5', 'accessed_date': '5 March 2025', 'reference_type': 'website'}",['url_without_doi'],The Open University (n.d.) ‘4 What makes a system secure?’. TM256: Cyber security. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2426934&section=5 (Accessed: 5 March 2025).
"Olah, C.(2015) ‘Understanding LSTM Networks’ Colah’s blog 27August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 18 January 2023).",website,"{'authors': ['Olah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’ Colah’s blog 27August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '18 January 2023', 'reference_type': 'website'}",['url_without_doi'],"Olah, C(2015) ‘Understanding LSTM Networks’ Colah’s blog 27August Available at: http://colahgithubio/posts/2015-08-Understanding-LSTMs/ (Accessed: 18 January 2023)"
"Nasta, S. and Stein, M.U. (eds) (2020) The Cambridge history of Black and Asian British writing. Cambridge University Press.",book,"{'authors': ['Nasta', 'S.', 'Stein', 'M.U. (eds)'], 'year': '2020', 'title': '(2020) The Cambridge history of Black and Asian British writing', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",['missing_place'],"Nasta, S. and Stein, M.U. (eds) (n.d.) The Cambridge history of Black and Asian British writing. Cambridge University Press."
"Tieleman, T. and Hinton, G. (2012) 'Lecture 6.5-rmsprop: Divide the gradient by a running average of its recent magnitude', Neural Networks for Machine Learning, 4(2), pp.26-31.",journal,"{'authors': ['Tieleman', 'T.', 'Hinton', 'G.'], 'year': '2012', 'title': ""'Lecture 6"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Tieleman, T. and Hinton, G. (2012) 'Lecture 6.5-rmsprop: Divide the gradient by a running average of its recent magnitude', Neural Networks for Machine Learning, 4(2), pp.26-31."
"Burkill, J. (2018) Artificial Neural Networks – Part 2: MLP Implementation for XOr. Available at: http://www.mlopt.com/?p=207 (Accessed: 02 February 2020).",website,"{'authors': ['Burkill', 'J.'], 'year': '2018', 'title': 'Artificial Neural Networks – Part 2: MLP Implementation for XOr', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://www.mlopt.com/?p=207', 'accessed_date': '02 February 2020', 'reference_type': 'website'}",['url_without_doi'],"Burkill, J. (2018) Artificial Neural Networks – Part 2: MLP Implementation for XOr. Available at: http://www.mlopt.com/?p=207 (Accessed: 02 February 2020)."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique PhD thesis Reading University"
"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253.",conference,"{'authors': ['Zgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",['missing_access_date'],"Zgank, A. (n.d.) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
National Geographic (2024) Honeybee. Available at: https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee (Accessed: 20 August 2020).,website,"{'authors': ['National Geographic'], 'year': '2024', 'title': 'Honeybee', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee', 'accessed_date': '20 August 2020', 'reference_type': 'website'}",['url_without_doi'],National Geographic (n.d.) Honeybee. Available at: https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee (Accessed: 20 August 2020).
"Gates, B.N. (1914) The temperature of the bee colony. Washington: U.S. Dept. of Agriculture.",other,"{'authors': ['Gates', 'B.N.'], 'year': '1914', 'title': 'The temperature of the bee colony', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'other'}",[],"Gates, B.N. (n.d.) The temperature of the bee colony. Washington: U.S. Dept. of Agriculture."
"Rietdorf, K. and Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health and disease. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025).",website,"{'authors': ['Rietdorf', 'K.', 'Bootman', 'M.'], 'year': '2024', 'title': 'Topic 3: rare diseases', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940', 'accessed_date': '24 January 2025', 'reference_type': 'website'}",['url_without_doi'],"Rietdorf, K. and Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health and disease. Retrieved from: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025)."
"Malhotra, P. et al. (2015). 'Long Short-Term Memory Networks for Anomaly Detection in Time Series', In Proceedings of ESANN 2015, 89 pp.89-94.",conference,"{'authors': ['Malhotra', 'P. et al.'], 'year': '2015', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",[],"MALHOTRA, P. ET AL. (2015). 'LONG SHORT-TERM MEMORY NETWORKS FOR ANOMALY DETECTION IN TIME SERIES', IN PROCEEDINGS OF ESANN 2015, 89 PP.89-94."
MathWorks (2024) MATLAB Primer. Available at: https://www.mathworks.com/help/releases/R2014b/pdf_doc/matlab/getstart.pdf (Accessed: 02 November 2019).,website,"{'authors': ['MathWorks'], 'year': '2024', 'title': 'MATLAB Primer', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.mathworks.com/help/releases/R2014b/pdf_doc/matlab/getstart.pdf', 'accessed_date': '02 November 2019', 'reference_type': 'website'}",['url_without_doi'],MathWorks (2024) MATLAB Primer Available at: https://wwwmathworkscom/help/releases/R2014b/pdf_doc/matlab/getstartpdf (Accessed: 02 November 2019)
"Ingle, K.V. and Proakis, G.J. (2007) Digital Signal Processing Using MATLAB. Stamford: Cengage Learning. 'Assessment Report on Pollinators, Pollination and Food Production' (2016) Dec 7. Zenodo.Available at: https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3.",website,"{'authors': ['Ingle', 'K.V.', 'Proakis', 'G.J.'], 'year': '2007', 'title': 'Digital Signal Processing Using MATLAB', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3.', 'accessed_date': '', 'reference_type': 'website'}","['missing_access_date', 'url_without_doi']","Ingle, K.V. and Proakis, G.J. (n.d.) Digital Signal Processing Using MATLAB. Stamford: Cengage Learning. 'Assessment Report on Pollinators, Pollination and Food Production' (n.d.) Dec 7. Zenodo.Available at: https://explore.openaire.eu/search/publication?articleId=dedup_wf_001::23642fd54072123c898eda33cfe58ad3."
